...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
261766,735140130300304,October,WA,2846.1149,769.23,40,44,1,NA,50,2,3,1,4,"Native, Born In US",9,Outpatient care centers (6214),2010,"Private, Nonprofit",No,No,Employed-At Work,TRUE,19.23075,2.9565105604002095
261806,20132001458920,October,WA,2558.5067,961,40,46,1,NA,34,2,7,0,0,"Native, Born In US",9,Hospitals (622),3050,Government - Federal,No,No,Employed-At Work,TRUE,24.025,3.1790949548563563
261813,97485430019105,October,WA,2950.1471,865.38,47,44,8,NA,30,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-At Work,TRUE,18.412340425531916,2.9130211151134153
261831,597954109060369,October,WA,3677.784,2270.83,55,45,7,1,41,1,1,3,11,"Native, Born In US",9,Elementary and secondary schools (6111),230,Government - State,Yes,NA,Employed-At Work,FALSE,41.28781818181818,3.720567497179933
261832,597954109060369,October,WA,2558.5067,1166.66,50,44,1,NA,33,2,1,3,11,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-At Work,TRUE,23.3332,3.1498772390792085
261899,572988203099379,October,WA,2689.9614,1621.62,50,44,1,NA,46,2,7,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-At Work,TRUE,32.4324,3.479157923131367
261948,850309943145893,October,WA,2624.5704,961.53,40,44,1,NA,32,1,1,2,8,"Native, Born In US",9,Elementary and secondary schools (6111),2330,Government - Local,No,No,Employed-At Work,FALSE,24.038249999999998,3.179646311676199
261965,450409932997795,October,WV,1359.4163,2884.61,40,44,1,NA,55,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-Absent,TRUE,72.11525,4.27826553371462
262094,450409954932393,October,WV,1197.6232,865,40,44,5,NA,50,2,6,3,14,"Foreign Born, US Cit By Naturalization",5,Outpatient care centers (6214),5700,"Private, For Profit",No,No,Employed-At Work,TRUE,21.625,3.073850052817943
262109,504605705991934,October,WV,1491.366,576.92,40,44,1,NA,29,2,1,1,1,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,TRUE,14.422999999999998,2.668824154601373
262239,63064305500391,October,WV,870.6339,2028,40,45,4,NA,33,1,7,0,0,"Native, Born In US",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,50.7,3.9259259105971376
262240,67054381500071,October,WV,585.0383,2884.61,40,45,1,NA,53,1,1,2,4,"Native, Born In US",5,"Other health care services (6215, 6219)",2100,"Private, For Profit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
262241,67054381500071,October,WV,678.5157,2096,40,44,1,NA,53,2,1,2,4,"Native, Born In US",5,Administration of human resource programs (923),136,Government - Local,No,No,Employed-At Work,TRUE,52.4,3.9589065913269965
262272,142865040034604,October,WV,325.9378,650,40,45,1,NA,46,2,1,1,3,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",430,Government - State,No,No,Employed-At Work,TRUE,16.25,2.7880929087757464
262286,171343008750240,October,WV,1233.4832,865.38,40,44,1,NA,46,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2430,Government - Local,Yes,NA,Employed-At Work,TRUE,21.6345,3.0742892627095375
262351,621344004650480,October,WV,329.5708,2884.61,40,44,1,NA,60,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,NA,Employed-At Work,TRUE,72.11525,4.27826553371462
262358,654270501770501,October,WV,550.4611,1748.07,45,44,1,NA,62,1,7,0,0,"Native, Born In US",5,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,FALSE,38.846,3.659605111409941
262392,155580440231505,October,WI,1885.6648,2403,45,44,1,NA,35,1,1,2,5,"Native, Born In US",3,Household appliance manufacturing (3352),1430,"Private, For Profit",No,No,Employed-At Work,FALSE,53.4,3.977810745966149
262394,157315050095215,October,WI,2610.2891,455,35,44,2,NA,40,2,7,0,0,"Native, Born In US",3,Nursing care facilities (6231),3600,"Private, For Profit",Yes,NA,Employed-At Work,TRUE,13,2.5649493574615367
262397,210001635905195,October,WI,2475.9808,673.07,60,44,1,NA,38,2,1,2,3,"Native, Born In US",3,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",740,"Private, Nonprofit",No,No,Employed-At Work,TRUE,11.217833333333335,2.4175047739008386
262423,509060113052519,October,WI,2475.9808,1346.15,40,46,1,NA,35,2,1,1,2,"Native, Born In US",3,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,33.65375,3.516124491189194
262425,510840552350145,October,WI,1993.0479,1211.53,55,44,1,NA,41,1,1,3,10,"Native, Born In US",3,** Construction (23),220,"Private, For Profit",No,No,Employed-At Work,FALSE,22.02781818181818,3.0923061174083983
262467,23095595500341,October,WI,2562.3474,1230.76,50,46,1,NA,47,2,1,1,3,"Native, Born Abroad Of US Parent(s)",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,TRUE,24.6152,3.2033641383041105
262472,44505450013402,October,WI,1863.4356,1760,44,44,3,NA,32,2,1,2,2,"Native, Born In US",3,Elementary and secondary schools (6111),2000,Government - Local,No,No,Employed-At Work,TRUE,40,3.6888794541139363
262473,45085567500341,October,WI,2809.0839,2076.92,50,44,1,NA,50,1,1,1,4,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,FALSE,41.5384,3.7266183006142044
262477,50510020467497,October,WI,2703.8335,788.46,50,46,1,NA,29,1,1,1,1,"Native, Born In US",3,Scientific research and development services (5417),1965,"Private, Nonprofit",No,No,Employed-At Work,FALSE,15.769200000000001,2.7580586704554557
262487,60025170540060,October,WI,1932.3704,653.84,40,44,1,NA,64,2,4,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),3610,Government - Local,No,Yes,Employed-At Work,TRUE,16.346,2.793983219093938
262491,92795450950790,October,WI,1904.2451,1153.84,40,46,1,NA,28,2,1,0,0,"Native, Born In US",3,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
262496,145320440540500,October,WI,1990.889,2884.61,50,44,1,NA,49,1,1,2,10,"Native, Born In US",3,"Coating, engraving, heat treating and allied activities (3328)",10,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
262518,450507920467497,October,WI,1709.2786,1153.84,65,44,1,NA,44,2,1,4,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,TRUE,17.751384615384612,2.8764635193796173
262525,481553005750640,October,WI,2658.2867,1400,40,46,1,NA,37,1,1,2,1,"Native, Born In US",3,Outpatient care centers (6214),3160,"Private, For Profit",No,No,Employed-At Work,FALSE,35,3.5553480614894135
262527,491553003550920,October,WI,2710.3064,1538.46,45,44,1,NA,44,1,1,3,10,"Native, Born In US",3,"Resin, synthetic rubber and fibers, and filaments manufacturing (3252)",50,"Private, For Profit",No,No,Employed-At Work,FALSE,34.188,3.5318747053037716
262528,491553003550920,October,WI,2460.9341,1250,45,44,1,NA,43,2,1,3,10,"Native, Born In US",3,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,TRUE,27.77777777777778,3.324236340526027
262545,545650301480507,October,WI,2424.362,1538.46,50,44,1,NA,38,2,1,3,11,"Native, Born In US",3,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-At Work,TRUE,30.7692,3.4265141896459452
262546,545650301480507,October,WI,2658.2867,2884.61,70,45,1,NA,38,1,1,3,11,"Native, Born In US",3,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,41.20871428571429,3.7186497457791976
262550,550330542991005,October,WI,2661.7843,1980.76,45,46,1,NA,53,2,5,0,0,"Native, Born In US",3,Administration of human resource programs (923),230,Government - State,No,No,Employed-At Work,TRUE,44.016888888888886,3.784573398654992
262554,559090977200945,October,WI,1558.8731,1923.07,55,44,1,NA,30,2,7,0,0,"Native, Born In US",3,Hospitals (622),3110,"Private, Nonprofit",No,No,Employed-At Work,TRUE,34.96490909090909,3.55434496114985
262577,710004675904205,October,WI,2564.2783,2230,40,44,1,NA,39,1,1,0,0,"Foreign Born, Not a US Citizen",3,Hospitals (622),2200,"Private, Nonprofit",No,No,Employed-At Work,FALSE,55.75,4.020877410340228
262585,755644024909770,October,WI,1295.1194,1019.23,40,46,4,NA,41,2,1,1,3,"Foreign Born, Not a US Citizen",3,Hospitals (622),1760,"Private, Nonprofit",No,No,Employed-At Work,TRUE,25.48075,3.2379232651216294
262586,755644024909770,October,WI,1510.7437,836,38,44,4,NA,44,1,1,1,3,"Foreign Born, Not a US Citizen",3,"Colleges and universities, including junior colleges (6112, 6113)",1965,"Private, Nonprofit",No,No,Employed-At Work,FALSE,22,3.091042453358316
262591,835199940999509,October,WI,1779.7167,673,70,44,1,NA,49,2,1,1,4,"Native, Born In US",3,****Department stores and discount stores (s45211),110,"Private, For Profit",No,No,Employed-At Work,TRUE,9.614285714285714,2.263250087595369
262635,135640940791502,October,WI,2000.024,1826.92,40,44,1,NA,50,1,1,2,4,"Native, Born In US",3,"Offices of other health practitioners (6213 exc. 62131, 62132)",3535,"Private, For Profit",No,No,Employed-At Work,FALSE,45.673,3.8215073136753697
262642,174095162540930,October,WI,1656.5519,1400,40,46,1,NA,30,2,1,2,5,"Native, Born In US",3,Outpatient care centers (6214),3160,"Private, Nonprofit",No,Yes,Employed-At Work,TRUE,35,3.5553480614894135
262709,595958804059599,October,WI,1526.5845,2884.61,55,45,4,NA,53,1,1,0,0,"Foreign Born, US Cit By Naturalization",3,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,52.44745454545455,3.959811802596086
262754,1055365500631,October,WI,2826.1159,811,40,44,1,NA,35,2,5,1,3,"Native, Born In US",3,Child day care services (6244),2000,"Private, Nonprofit",No,No,Employed-At Work,TRUE,20.275,3.0093886000014765
262781,149295050069600,October,WI,2771.3269,1538.46,40,44,1,NA,58,2,5,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,Yes,Employed-At Work,TRUE,38.4615,3.649657740960155
262814,450507966723495,October,WI,1865.5696,923.07,35,44,1,NA,62,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,TRUE,26.373428571428573,3.2723570097910617
262829,491352000950200,October,WI,3383.8591,1750,50,46,1,NA,47,1,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",1760,Government - State,No,No,Employed-At Work,FALSE,35,3.5553480614894135
262830,491352000950200,October,WI,3135.903,1346.15,50,46,1,NA,47,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,TRUE,26.923000000000002,3.292980939874984
262859,555578004909677,October,WI,1992.5534,1230.76,50,44,1,NA,46,1,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,FALSE,24.6152,3.2033641383041105
262861,566988706082519,October,WI,1916.6033,695.2,40,44,1,NA,54,2,1,0,0,"Native, Born In US",3,"Justice, public order, and safety activities (922, pt. 92115)",2000,Government - State,No,No,Employed-At Work,TRUE,17.380000000000003,2.855320119837246
262933,3175460010001,October,WY,374.2882,708,40,44,4,NA,31,1,1,1,2,"Foreign Born, US Cit By Naturalization",8,Support activities for mining (213),1410,"Private, For Profit",No,No,Employed-At Work,FALSE,17.7,2.8735646395797834
262951,41045460015803,October,WY,273.8887,1317.3,40,44,1,NA,54,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,32.9325,3.494460012121845
262952,41045460015803,October,WY,320.4149,1336.53,40,44,1,NA,59,1,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,FALSE,33.41325,3.5089525279022276
263046,450609915983193,October,WY,263.7033,1555.55,40,44,1,NA,46,2,5,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,TRUE,38.88875,3.660705005712291
263059,502080510097657,October,WY,141.0332,807.69,50,44,1,NA,47,2,1,0,0,"Native, Born In US",8,Outpatient care centers (6214),2000,Government - Local,No,No,Employed-At Work,TRUE,16.1538,2.782155316108993
263079,562914906037629,October,WY,348.5538,1134.61,50,44,1,NA,36,2,1,1,2,"Native, Born In US",8,Elementary and secondary schools (6111),2000,Government - Local,Yes,NA,Employed-At Work,TRUE,22.6922,3.12202125310431
263135,671364002450010,October,WY,332.2887,1979.16,50,46,1,NA,43,1,1,2,8,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,FALSE,39.583200000000005,3.6784047858199154
263140,694180165020645,October,WY,374.5297,1592.3,60,44,1,NA,43,1,1,2,10,"Native, Born In US",8,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-At Work,FALSE,26.538333333333334,3.27859022864028
263142,699390133280685,October,WY,305.6393,1173,60,46,1,NA,49,1,1,1,4,"Native, Born In US",8,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work,FALSE,19.55,2.972975286431375
263150,765547100007405,October,WY,284.2772,1134.61,40,44,1,NA,59,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,FALSE,28.365249999999996,3.34516480441852
263151,765547100007405,October,WY,238.9636,1230.76,40,44,1,NA,59,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,TRUE,30.769,3.42650768961832
263206,65751190007503,October,WY,291.7765,2884.61,60,44,1,NA,59,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",430,Government - Local,No,No,Employed-At Work,FALSE,48.07683333333333,3.8728004256064557
263215,102506390610751,October,WY,304.5566,894,40,44,1,NA,34,2,1,1,1,"Native, Born In US",8,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit",No,No,Employed-At Work,TRUE,22.35,3.106826321059578
263238,503070910015657,October,WY,291.7765,1923.07,50,44,1,NA,59,1,1,0,0,"Native, Born In US",8,Hospitals (622),430,Government - Federal,Yes,NA,Employed-At Work,FALSE,38.4614,3.649655140954175
263307,110161491109,November,AL,2123.8627,1442.3,40,46,4,NA,44,1,1,2,6,"Foreign Born, Not a US Citizen",6,Agricultural chemical manufacturing (3253),735,"Private, For Profit",No,No,Employed-At Work,FALSE,36.0575,3.585114886475528
263319,45041854000341,November,AL,1662.7181,2884.61,40,46,2,NA,42,2,6,3,10,"Native, Born In US",6,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,TRUE,72.11525,4.27826553371462
263348,441813005400540,November,AL,1533.4055,2211.53,40,44,1,NA,59,2,1,0,0,"Native, Born In US",6,Outpatient care centers (6214),10,"Private, For Profit",No,No,Employed-At Work,TRUE,55.288250000000005,4.012560408555747
263358,609009111110014,November,AL,1596.9828,1307,50,44,1,NA,52,2,7,0,0,"Native, Born In US",6,Wired telecommunications carriers (*5171),4710,"Private, For Profit",No,No,Employed-At Work,TRUE,26.14,3.2634667081960758
263361,841550301440004,November,AL,2330.1214,903.84,40,46,4,NA,38,1,1,1,2,"Foreign Born, Not a US Citizen",6,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,FALSE,22.596,3.1177728994630156
263371,954081922059020,November,AL,3776.2187,1250,50,44,1,NA,25,1,7,0,0,"Native, Born Abroad Of US Parent(s)",6,** Construction (23),150,"Private, For Profit",No,No,Employed-At Work,FALSE,25,3.2188758248682006
263381,110128055708,November,AL,1811.6979,660,40,44,1,NA,43,1,1,2,3,"Native, Born In US",6,"Industrial and miscellaneous chemicals (3251, 3259)",20,"Private, For Profit",No,No,Employed-At Work,FALSE,16.5,2.803360380906535
263391,1051965001631,November,AL,1809.4978,1442,60,45,1,NA,33,1,1,2,2,"Native, Born In US",6,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,24.033333333333335,3.179441755622794
263392,5160614093153,November,AL,1809.4978,948.61,40,44,1,NA,34,1,1,3,11,"Native, Born In US",6,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,FALSE,23.71525,3.1661183011251293
263393,5160614093153,November,AL,1803.752,948.61,40,44,1,NA,35,2,1,3,11,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,23.71525,3.1661183011251293
263397,14031266001011,November,AL,1506.7474,1120,35,45,1,NA,58,1,1,0,0,"Native, Born In US",6,Offices of dentists (6212),3010,"Private, For Profit",No,No,Employed-At Work,FALSE,32,3.4657359027997265
263442,191160530561000,November,AL,1729.2114,1979,70,44,1,NA,38,1,1,1,1,"Native, Born Abroad Of US Parent(s)",6,"Architectural, engineering, and related services (5413)",1300,"Private, For Profit",No,No,Employed-At Work,FALSE,28.271428571428572,3.341851703553207
