"","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94"
"284538",404341501120403,"November","RI",777.7125,211.53,10,39,1,NA,21,1,7,0,0,"Native, Born In US","1","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"284721",30085315400921,"November","SC",2198.6386,946.15,55,40,1,NA,61,1,1,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"284780",391959004240671,"November","SC",1880.8781,846.15,40,39,2,NA,53,1,5,1,3,"Native, Born In US","5","****Department stores and discount stores (s45211)",9130,"Private, For Profit","No","No","Employed-At Work"
"284955",10005814204345,"November","SC",2403.1784,850,40,39,2,NA,26,1,7,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285013",499935409027568,"November","SC",2241.5877,750,60,41,1,NA,51,1,7,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285030",599370427690954,"November","SC",4797.9969,1153,30,39,2,1,43,1,5,0,0,"Foreign Born, Not a US Citizen","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285125",410009434615636,"November","SD",799.7447,1153.84,55,40,1,NA,25,1,1,2,5,"Native, Born In US","4","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"285184",20314560997492,"November","SD",462.647,750,50,39,1,NA,50,1,1,2,4,"Native, Born In US","4","Couriers and messengers (492)",9130,"Private, For Profit","No","No","Employed-At Work"
"285185",32006871400241,"November","SD",598.2853,330,40,37,1,NA,53,2,1,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285189",34066580400501,"November","SD",524.548,1780,40,39,7,NA,52,1,1,0,0,"Native, Born In US","4","** Construction (23)",9130,"Private, For Profit","No","No","Employed-Absent"
"285256",570766073445289,"November","SD",488.7125,673,60,39,1,NA,59,1,1,0,0,"Native, Born In US","4","Drycleaning and laundry services (8123)",9130,"Private, For Profit","No","No","Employed-At Work"
"285367",401360510027771,"November","TN",1774.0058,2307.69,60,39,2,NA,53,1,5,0,0,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285445",40710059462228,"November","TN",2136.6031,375,40,39,1,NA,58,1,1,0,0,"Native, Born In US","6","Building material and supplies dealers (4441 exc. 44413)",9130,"Private, For Profit","No","No","Employed-At Work"
"285542",465945307097729,"November","TN",3357.9159,1057.69,60,40,1,NA,48,1,1,0,0,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285555",508406290710224,"November","TN",1974.5212,369.23,45,41,1,NA,33,1,1,0,0,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285564",557460001700406,"November","TN",3140.3539,576.92,40,39,2,NA,45,1,1,0,0,"Native, Born In US","6","** Construction (23)",9130,"Private, For Profit","No","No","Employed-At Work"
"285633",981178004740530,"November","TN",2259.1252,1150,40,39,1,NA,50,1,1,1,3,"Native, Born In US","6","Couriers and messengers (492)",9130,"Private, For Profit","No","No","Employed-At Work"
"285672",374743190002504,"November","TN",2339.1075,480,40,39,1,NA,62,1,1,0,0,"Native, Born In US","6","Crop production (111)",9130,"Private, For Profit","No","No","Employed-At Work"
"285748",88067832400101,"November","TN",2367.7271,480,40,40,1,NA,59,1,1,0,0,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285755",197514070021524,"November","TN",2336.3712,450,45,40,2,NA,55,1,5,0,0,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"285912",101384080010440,"November","TX",6465.3726,480,40,40,2,NA,24,1,7,0,0,"Native, Born In US","7","** Construction (23)",9130,"Government - Local","Yes","","Employed-At Work"
"286050",411982000540801,"November","TX",4071.787,400,40,40,2,NA,29,1,7,0,0,"Native, Born In US","7","Employment services (5613)",9130,"Private, For Profit","No","No","Employed-At Work"
"286125",584130140200100,"November","TX",3184.3037,946,60,40,1,NA,57,1,1,0,0,"Native, Born In US","7","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"286412",40811220674407,"November","TX",4166.0098,860,40,39,2,NA,44,1,1,0,0,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"286514",186038952408731,"November","TX",4655.0767,400,35,40,2,NA,46,2,5,3,3,"Native, Born In US","7","Management, scientific, and technical consulting services (5416)",9130,"Private, For Profit","No","No","Employed-At Work"
"286515",186038952408731,"November","TX",5974.5182,400,35,40,2,NA,36,1,7,3,3,"Native, Born In US","7","Management, scientific, and technical consulting services (5416)",9130,"Private, For Profit","No","No","Employed-At Work"
"286580",411500018053837,"November","TX",3417.2735,440,40,36,1,1,56,1,1,1,4,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"286622",540809867533268,"November","TX",3416.3516,800,50,39,1,NA,55,1,1,1,2,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"286662",610002644205098,"November","TX",3888.8567,461,40,39,1,NA,31,1,7,0,0,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"286888",311885008640910,"November","TX",3610.3311,1346.15,80,39,1,NA,35,1,1,0,0,"Native, Born In US","7","Support activities for mining (213)",9130,"Private, For Profit","No","No","Employed-At Work"
"286891",384544150002303,"November","TX",3610.3311,650,40,43,1,NA,38,1,1,3,14,"Native, Born In US","7","Support activities for mining (213)",9130,"Private, For Profit","No","No","Employed-At Work"
"286929",838980501110406,"November","TX",3862.7823,810,45,33,1,1,39,1,7,0,0,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"287133",999078973459490,"November","TX",4026.1808,461.53,40,39,1,1,24,1,7,0,0,"Native, Born In US","7","** Alcoholic beverages, merchant wholesalers (*4248)",9130,"Private, For Profit","No","No","Employed-At Work"
"287273",199910750260405,"November","UT",1433.8957,1230,40,43,1,NA,35,1,1,0,0,"Native, Born In US","8","Office supplies and stationery stores (45321)",9130,"Private, For Profit","No","No","Employed-Absent"
"287322",471895003240160,"November","UT",1384.5811,1384.61,60,40,1,NA,49,1,5,0,0,"Native, Born In US","8","** Petroleum and petroleum products, merchant wholesalers (*4247)",9130,"Private, For Profit","No","No","Employed-At Work"
"287323",471895003240160,"November","UT",1369.6205,480,40,39,1,NA,20,1,7,0,0,"Native, Born In US","8","Other personal services (8129)",9130,"Private, For Profit","No","No","Employed-At Work"
"287343",540909974529256,"November","UT",1553.9776,516,40,39,1,NA,55,1,1,0,0,"Native, Born In US","8","4195",9130,"Private, For Profit","No","No","Employed-At Work"
"287396",905909754699599,"November","UT",1553.9776,576.92,50,43,1,NA,55,1,1,0,0,"Foreign Born, US Cit By Naturalization","8","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"287409",949070621720954,"November","UT",1502.2951,923.07,40,39,1,NA,42,1,1,2,10,"Native, Born In US","8","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"287448",70099668400851,"November","UT",1305.8086,576,40,39,1,NA,54,1,1,0,0,"Native, Born In US","8","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"287486",610000614013749,"November","UT",1372.2191,1153,60,39,1,NA,28,1,1,1,1,"Native, Born In US","8","** Construction (23)",9130,"Private, For Profit","No","No","Employed-At Work"
"287532",50010086352294,"November","VT",312.5575,700,50,40,1,NA,54,1,5,0,0,"Native, Born In US","1","Couriers and messengers (492)",9130,"Private, For Profit","No","No","Employed-At Work"
"287746",10004125030180,"November","VT",332.8002,1030,40,39,1,NA,46,1,5,0,0,"Native, Born In US","1","** Construction (23)",9130,"Private, Nonprofit","No","No","Employed-At Work"
"287758",50010160219666,"November","VT",314.5627,1538,20,44,1,NA,57,1,5,0,0,"Native, Born In US","1","Automotive equipment rental and leasing (5321)",9130,"Private, For Profit","No","No","Employed-Absent"
"287791",210082801950506,"November","VT",549.528,730,30,39,1,NA,31,1,5,0,0,"Native, Born In US","1","** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",9130,"Private, For Profit","No","No","Employed-At Work"
"287975",961849750269509,"November","VA",2761.669,900,60,39,1,NA,56,1,6,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"288014",50110149970269,"November","VA",4070.2062,860,40,40,2,NA,36,1,1,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"288078",199550562240955,"November","VA",2203.3258,805,35,39,1,NA,38,1,1,2,10,"Native, Born In US","5","** Alcoholic beverages, merchant wholesalers (*4248)",9130,"Private, For Profit","No","No","Employed-At Work"
"288151",513035704084101,"November","VA",2675.6222,560,40,39,1,NA,59,1,1,0,0,"Foreign Born, US Cit By Naturalization","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-Absent"
"288196",815167085001705,"November","VA",3064.9193,460,40,39,2,NA,56,1,1,0,0,"Native, Born In US","5","Auto parts, accessories, and tire stores (4413)",9130,"Private, For Profit","No","No","Employed-At Work"
"288348",199940658810655,"November","VA",1900.8015,1000,50,39,1,NA,56,1,1,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"288444",121575030078814,"November","WA",2566.0832,600,30,40,1,NA,44,1,1,0,0,"Native, Born In US","9","Medical equipment and supplies manufacturing (3391)",9130,"Private, For Profit","No","No","Employed-At Work"
"288479",399050847030955,"November","WA",2443.1276,650,45,40,1,NA,25,2,1,2,5,"Native, Born In US","9","Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",9130,"Private, For Profit","No","No","Employed-At Work"
"288548",6502781310812,"November","WA",2913.9213,865.38,55,39,1,NA,54,1,1,0,0,"Native, Born In US","9","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"288732",957595599300807,"November","WA",2493.628,652,40,43,1,NA,32,2,7,0,0,"Native, Born In US","9","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"288869",563220701860509,"November","WA",3542.1066,1000,50,34,1,1,53,1,1,4,10,"Foreign Born, US Cit By Naturalization","9","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"289027",499580727140655,"November","WV",3300.0272,865,60,39,1,NA,49,1,1,0,0,"Native, Born In US","5","Coal mining (2121)",9130,"Private, For Profit","No","No","Employed-At Work"
"289073",651840006250880,"November","WV",656.8346,850,40,39,1,NA,43,1,1,1,4,"Native, Born In US","5","Animal slaughtering and processing (3116)",9130,"Private, For Profit","No","No","Employed-At Work"
"289213",159905040088400,"November","WV",565.8792,920,40,39,1,NA,46,1,5,0,0,"Native, Born In US","5","Commercial and industrial machinery and equipment repair and maintenance (8113)",9130,"Private, For Profit","No","No","Employed-At Work"
"289249",410005845535414,"November","WV",662.7807,563.5,40,43,2,NA,61,1,1,0,0,"Native, Born In US","5","** Construction (23)",9130,"Private, For Profit","No","No","Employed-At Work"
"289446",802500851510693,"November","WI",3196.8617,640,40,39,1,NA,32,1,1,1,2,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"289812",870957077955969,"November","WI",2523.0823,961,40,43,1,NA,41,1,7,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"289839",46046881500411,"November","WY",283.0875,756.8,40,39,1,NA,35,2,1,3,6,"Native, Born In US","8","Waste management and remediation services (562)",9130,"Government - Local","No","No","Employed-At Work"
"289855",50610181846255,"November","WY",1005.3326,2307,55,40,2,NA,47,1,7,0,0,"Native, Born In US","8","** Recyclable material, merchant wholesalers (*42393)",9130,"Private, For Profit","No","No","Employed-At Work"
"289866",77165560992290,"November","WY",408.518,770,45,40,1,NA,21,1,7,0,0,"Native, Born In US","8","** Petroleum and petroleum products, merchant wholesalers (*4247)",9130,"Private, For Profit","No","No","Employed-At Work"
"289911",409507091610529,"November","WY",243.1639,1269.23,50,39,1,NA,60,1,1,0,0,"Native, Born In US","8","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"290009",699640114480955,"November","WY",264.5111,480,40,39,1,8,60,1,1,0,0,"Native, Born In US","8","Industrial and miscellaneous chemicals (3251, 3259)",9130,"Private, For Profit","No","No","Employed-At Work"
"290073",15545560997393,"November","WY",275.5295,730,50,39,1,NA,48,1,7,0,0,"Native, Born In US","8","Office supplies and stationery stores (45321)",9130,"Private, For Profit","No","No","Employed-At Work"
"290238",509002490110934,"December","AL",1568.4751,1000,40,41,2,NA,51,1,1,1,4,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"290512",210381130007309,"December","AL",1741.78,1596,52,40,2,NA,62,1,1,0,0,"Native, Born In US","6","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"290542",591330201950003,"December","AL",1675.2907,1000,65,39,1,NA,49,1,1,4,3,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"290567",810008350408871,"December","AL",1621.6408,750,40,39,1,NA,51,1,1,1,4,"Native, Born In US","6","** Construction (23)",9130,"Government - Local","No","No","Employed-At Work"
"290663",5580917024222,"December","AK",436.0704,1343.75,50,40,1,NA,33,1,1,1,4,"Native, Born In US","9","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"290899",582299560479002,"December","AK",574.4147,440,40,40,8,NA,62,1,1,0,0,"Native, Born Abroad Of US Parent(s)","9","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"290939",410222748305,"December","AZ",3541.9958,880,40,40,1,1,40,1,1,3,14,"Foreign Born, Not a US Citizen","8","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"291051",210104430316994,"December","AZ",2858.8828,250,25,37,1,1,19,1,7,0,0,"Native, Born In US","8","Automobile dealers (4411)",9130,"Private, For Profit","No","No","Employed-At Work"
"291152",944138101950005,"December","AZ",2521.8432,538.46,45,40,1,NA,28,1,7,0,0,"Native, Born In US","8","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"291190",6046605051492,"December","AZ",3606.1964,600,20,42,1,NA,22,1,7,0,0,"Native, Born In US","8","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"291401",510220506190060,"December","AR",2043.835,950,40,40,1,NA,31,1,1,0,0,"Native, Born In US","7","** Alcoholic beverages, merchant wholesalers (*4248)",9130,"Private, For Profit","No","No","Employed-At Work"
"291623",530040988871000,"December","AR",985.3274,1923,40,39,1,NA,45,1,1,0,0,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
